"Município";"2024/Mai";"2024/Jun";"2024/Jul";"2024/Ago";"2024/Set";"2024/Out";"2024/Nov";"2024/Dez";"2025/Jan";"2025/Fev";"2025/Mar";"2025/Abr";"2025/Mai";"2025/Jun";"2025/Jul";"2025/Ago";"2025/Set";"2025/Out";"2025/Nov";"2025/Dez";"2026/Jan";"2026/Fev";"Total"
"130220 JURUA";-;-;-;-;-;-;-;-;-;-;-;18901,02;10543,74;11355,51;-;5839,02;15575,77;11218,12;19780,95;15100,96;22025,76;13210,22;143551,07
"130230 JUTAI";58339,37;56415,31;60620,22;52265,57;69483,42;67766,93;17220,75;53496,53;64400,91;59712,03;62533,76;61235,43;53324,81;44985,46;58377,55;52516,24;45846,48;48554,46;-;-;-;-;987095,23
"130240 LABREA";103711,62;-;24790,36;62487,13;53906,35;43842,87;44883,87;3400,31;31699,38;4441,10;57458,43;145356,55;108351,20;73700,07;88570,09;116971,15;124968,62;81531,08;100433,39;83229,27;127261,58;175015,46;1656009,88
"130250 MANACAPURU";324721,55;323043,53;303548,16;340733,49;328099,06;316307,76;297478,65;276046,75;271251,96;261886,69;299766,70;321417,25;315081,48;306630,30;308314,22;275552,88;402102,31;465997,11;385657,82;527609,37;335810,08;-;6987057,12
"130255 MANAQUIRI";17939,27;32946,62;20605,18;22918,29;28600,85;26617,07;22154,44;32826,17;20322,38;22010,74;32061,37;33027,75;37945,74;28160,35;44398,08;53647,99;49155,64;38722,14;30871,32;27346,64;32287,87;37616,52;692182,42
"130260 MANAUS";19344271,28;18687744,44;18619021,99;17091821,81;19484159,32;19529269,44;18780980,57;15184134,02;21059965,15;17660305,12;19108867,77;18268700,36;18382198,26;21644131,46;25216173,07;24835028,41;24111937,23;29672509,75;26847563,07;23614862,78;21965413,22;23337772,83;462446831,35
"130270 MANICORE";55178,92;82070,40;139730,73;107240,69;101680,02;74137,12;69534,17;65043,41;70865,79;75653,03;64600,05;121816,69;116668,64;144100,83;70870,84;77313,22;59444,79;179200,29;168587,73;166955,04;72761,91;80182,23;2163636,54
"130280 MARAA";19306,26;27450,13;32508,43;17954,63;25456,86;19359,31;12835,96;32761,11;21150,68;22657,61;28571,14;22715,41;22627,48;28387,13;17159,34;-;-;-;-;-;-;-;350901,48
"130290 MAUES";132357,88;148234,01;162430,09;159644,31;249169,95;143810,49;74707,31;163232,60;114798,10;118499,09;115994,58;114959,31;132948,84;130195,11;144041,78;143958,77;134791,08;160739,15;140054,19;129272,40;127196,95;-;2941035,99
"130300 NHAMUNDA";40638,52;33469,02;31930,59;36326,15;36306,52;44745,56;188949,11;148913,83;25651,44;31187,06;30953,96;34905,14;34638,61;33243,43;30758,06;30763,09;39757,57;38063,31;31739,04;29673,31;34058,88;-;986672,20
"130310 NOVA OLINDA DO NORTE";129755,16;41280,68;47657,02;56735,95;54213,52;58448,02;49738,53;50755,99;47808,46;40541,51;58291,23;46567,11;39905,88;52492,40;49382,45;48594,61;51867,25;-;-;-;-;-;924035,77
"130320 NOVO AIRAO";47477,66;41600,11;37249,06;41244,68;44696,10;34359,45;43378,01;43491,65;41295,07;38438,00;33080,38;38335,22;37870,01;37795,09;43517,46;42591,42;36730,42;64523,20;46970,10;55219,07;41471,39;-;891333,55
"130330 NOVO ARIPUANA";40833,35;43468,79;39798,19;257455,79;278356,15;37362,84;47045,12;35440,81;42098,21;32958,02;36090,00;55584,30;49382,89;36407,20;41885,51;43793,52;88733,79;48987,77;61955,66;43487,81;41261,56;51001,43;1453388,71
"130340 PARINTINS";460372,75;380738,32;440132,03;465500,81;589188,12;437614,12;288828,47;388270,00;325649,26;316648,72;512716,47;538242,39;450104,15;363966,80;354716,97;579002,76;487779,53;432947,29;476315,31;424932,61;371185,71;390374,01;9475226,60
"130350 PAUINI";60005,81;49278,18;45524,53;54383,01;42004,65;43560,08;34046,13;33711,16;29454,79;24230,50;34453,02;34119,42;35701,49;64088,52;37691,87;37214,81;31906,33;35510,27;34472,52;39284,54;33359,87;-;834001,50
"130353 PRESIDENTE FIGUEIREDO";41810,16;47537,66;46954,60;108337,29;72292,07;35237,00;34419,00;34770,61;36582,38;37535,79;60883,33;45572,03;48723,03;58663,00;61723,57;75362,08;77221,46;59542,95;45451,05;55293,89;57605,77;50486,56;1192005,28
"130356 RIO PRETO DA EVA";21250,96;15702,02;13046,07;13851,31;47021,20;18445,22;9763,64;10182,60;13689,73;16968,03;15302,45;12873,00;24970,54;22681,09;35324,84;9531,79;22033,68;9989,62;18179,31;16577,46;16321,31;-;383705,87
"130360 SANTA ISABEL DO RIO NEGRO";55882,22;16631,66;17286,19;23013,89;27582,62;24136,76;4225,98;16550,72;21780,26;17726,90;20641,92;17956,55;27406,96;29124,19;23798,63;26295,04;70718,51;26431,46;23887,51;17693,03;20625,44;19533,28;548929,72
"130370 SANTO ANTONIO DO ICA";14844,20;37980,57;31141,95;21388,75;-;20503,08;49162,22;61102,52;116039,83;117534,27;53111,77;40314,58;52246,26;39514,38;47560,59;46067,77;44608,37;40996,29;96235,83;52062,82;55600,45;-;1038016,50
"130380 SAO GABRIEL DA CACHOEIRA";87997,50;-;111152,35;119784,66;74920,54;67124,19;81310,08;56291,34;74022,84;39120,76;55907,28;88989,35;60441,54;105593,72;37684,08;64750,56;95234,06;52791,30;145028,69;52952,17;50193,07;-;1521290,08
"130390 SAO PAULO DE OLIVENCA";106474,87;107121,30;106109,49;114737,55;118253,16;81909,38;104010,78;67727,14;99252,45;78024,26;114410,67;84988,32;136974,88;122613,55;114476,84;106226,27;113190,88;131139,36;72987,18;94165,90;82525,76;-;2157319,99
"130395 SAO SEBASTIAO DO UATUMA";33130,48;161790,41;30578,66;30136,59;23790,31;32188,74;17806,60;16820,39;22408,16;16292,84;20978,99;27469,65;22972,14;22835,17;25638,12;31979,71;40463,40;29072,97;23672,75;23669,51;62832,43;16779,19;733307,21
"130400 SILVES";14434,99;37439,08;19954,78;21478,51;19834,65;23735,07;31271,56;9320,68;13662,61;13385,12;18089,25;77449,74;22677,06;22528,40;22522,52;19620,44;20590,14;27519,96;39220,50;25512,06;23556,76;26101,75;549905,63
"130406 TABATINGA";17763,46;25245,06;26931,28;21704,78;17966,20;23392,17;14294,44;5293,50;20264,11;18056,91;19581,61;-;28996,49;15469,85;9384,72;94856,99;19813,79;17806,26;14937,04;9557,91;34847,64;76321,99;532486,20
"130410 TAPAUA";-;-;-;-;-;40785,48;28724,49;21076,70;51591,89;18327,27;27404,51;29904,84;35081,83;48513,94;60472,82;56193,54;31263,39;28859,49;33230,17;40532,68;25268,83;-;577231,87
"130420 TEFE";234772,11;254678,88;260163,02;470555,41;509099,78;393788,80;305581,59;237358,31;148776,49;348650,80;255280,55;294242,45;250333,97;268425,10;244889,99;278361,77;214241,45;335810,93;386754,78;595199,18;500048,61;330429,88;7117443,85
"130423 TONANTINS";48919,93;40102,84;45587,81;37573,79;48033,75;52150,53;56488,62;47169,75;51211,87;30271,76;61681,70;63414,30;60877,32;58791,74;56186,89;50634,69;46003,30;144172,78;43237,43;82239,59;44253,80;22751,29;1191755,48
"130426 UARINI";44707,76;34546,91;58464,53;47789,17;35514,41;42698,26;34951,04;56595,46;45493,00;43190,43;38076,24;46858,63;42145,63;45726,71;44070,06;40952,41;34566,35;36108,54;34424,40;55909,46;46176,91;40336,61;949302,92
"130430 URUCARA";31042,16;17299,96;37253,67;22928,91;164761,38;22573,17;32389,68;28865,37;48411,67;28793,79;59265,86;33584,54;35278,93;42790,19;33448,77;30991,35;29773,70;43785,04;73699,48;37362,02;40386,68;-;894686,32
"130440 URUCURITUBA";16228,18;13173,24;8751,07;11238,42;9240,57;10046,99;5541,19;9226,96;15494,87;13630,76;20508,22;20940,60;16388,56;20428,01;15120,94;17388,72;18839,40;19144,24;8936,60;7574,42;-;-;277841,96
" MUNICIPIO IGNORADO - RR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"140002 AMAJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"140005 ALTO ALEGRE";5078,93;4380,94;-;5092,91;6377,87;4664,04;3866,72;2071,34;234,68;564,43;-;5649,40;5798,90;2042,77;-;1008,54;9869,35;4662,55;3106,31;4085,73;-;-;68555,41
"140010 BOA VISTA";3075870,95;3330780,78;3227335,00;3833171,36;2914451,30;3343114,69;3717364,06;2993567,17;4333750,30;3515960,72;3919320,50;3418641,59;3346520,89;3544441,38;3785594,09;3762693,49;3841291,37;3387873,70;3868495,83;3659170,91;-;-;70819410,08
"140015 BONFIM";3603,20;461,40;451,40;999,24;1789,60;-;947,02;-;2241,00;-;-;-;-;-;-;2700,40;2257,00;-;-;1346,20;-;-;16796,46
"140017 CANTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"140020 CARACARAI";6422,50;4929,61;2537,80;6592,88;2593,55;6936,76;2498,33;3382,79;1775,58;3015,86;2936,90;3570,60;4018,93;3257,54;2701,75;2593,19;4135,64;5329,95;4943,47;3718,22;-;-;77891,85
"140023 CAROEBE";-;6526,32;2253,19;2768,44;4556,25;2747,16;2462,09;-;6373,05;1726,18;4422,70;1663,12;2686,28;3176,94;1296,32;2415,20;4876,67;4000,74;-;4961,17;-;-;58911,82
"140028 IRACEMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"140030 MUCAJAI";-;-;-;-;-;3027,82;1443,16;-;-;-;715,08;-;2408,41;1557,12;1013,70;-;2435,22;1818,99;-;-;-;-;14419,50
"140040 NORMANDIA";3417,46;4648,95;9607,14;7729,49;7429,32;5148,90;2920,56;-;-;-;6189,38;3001,76;-;2573,17;2826,28;4272,88;5109,53;6623,36;1422,69;5505,80;-;-;78426,67
"140045 PACARAIMA";13427,69;7980,19;12721,16;16908,64;11841,67;11833,48;13735,10;-;9019,61;5147,55;5767,96;2591,05;6130,33;3362,15;-;5135,24;17845,39;6381,79;-;7719,18;-;-;157548,18
"140047 RORAINOPOLIS";46167,73;5455,25;-;71741,19;135847,45;221596,85;164204,71;101751,15;125062,45;79367,01;139908,79;66956,68;142042,94;192385,03;84324,37;105996,28;87575,49;76213,38;92131,15;108668,43;-;-;2047396,33
"140050 SAO JOAO DA BALIZA";-;5801,03;7662,30;-;24107,70;5903,65;4442,26;-;2227,70;1624,18;3173,96;1312,95;1505,51;1520,99;2093,15;2520,18;4714,69;6153,91;3469,47;5741,26;-;-;83974,89
"140060 SAO LUIZ DO ANAUA";2700,71;1613,74;3484,84;7184,65;3361,11;938,56;1075,42;-;2445,82;-;1613,87;633,51;898,06;1784,58;1558,37;-;3388,29;4458,49;-;1027,12;-;-;38167,14
"140070 UIRAMUTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
" MUNICIPIO IGNORADO - PA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"150010 ABAETETUBA";362888,49;681127,22;879203,33;709191,54;620818,31;807054,56;771907,32;715868,13;576640,32;616870,50;672442,67;603676,66;371515,57;943939,48;649701,41;672545,47;679241,00;562016,70;686262,61;673356,54;617857,48;490027,17;14364152,48
"150013 ABEL FIGUEIREDO";20753,34;14293,01;12913,55;13915,73;13809,06;12436,17;9889,32;7374,04;11321,95;12363,90;12668,83;11398,32;18587,05;14676,00;15730,14;18528,77;18014,18;24977,05;13380,04;13631,82;12883,37;13680,09;317225,73
"150020 ACARA";120476,45;88954,90;79420,59;71658,20;70110,00;79408,89;70583,83;63255,67;57511,07;48355,56;69993,05;48938,35;63406,62;56926,49;122777,43;100704,52;119958,29;132121,84;110595,54;46343,07;46916,44;123350,37;1791767,17
"150030 AFUA";55457,44;38587,39;37805,50;32781,34;30125,79;38011,76;21002,01;27118,04;27317,10;26491,69;29875,49;32584,14;33629,90;28131,99;36360,76;26389,98;28073,99;24159,70;27243,78;20441,75;25198,09;26558,33;673345,96
"150034 AGUA AZUL DO NORTE";52551,02;130844,24;33976,69;34110,33;51836,20;25722,04;51522,33;34459,21;28463,35;36783,07;37458,22;47208,29;45198,97;34923,43;50037,78;63290,83;48857,67;29076,28;67065,80;21810,43;18903,64;77925,27;1022025,09
"150040 ALENQUER";182794,10;184308,52;189488,74;139813,78;145751,49;134980,51;121156,09;142785,17;152757,77;147344,97;155219,31;148598,01;161812,01;155096,58;164621,77;145279,31;152832,67;158507,29;160972,77;165663,92;161809,44;161084,84;3432679,06
"150050 ALMEIRIM";112893,33;75992,32;86918,78;47278,88;82151,54;74167,94;80021,47;75368,12;65838,46;62412,99;71340,57;67991,96;83255,69;63945,64;58968,35;80004,65;85531,01;70540,99;49946,08;87600,98;75129,46;-;1557299,21
"150060 ALTAMIRA";1211931,81;999878,12;1179263,72;1168026,90;1046502,32;973398,71;1184820,13;1157365,75;987429,24;1157479,25;1515879,65;1343274,61;1182179,26;1076388,42;1291492,33;1407555,59;1445089,31;1138127,19;1240297,08;774018,58;1222994,06;1199709,51;25903101,54
"150070 ANAJAS";49057,75;-;57645,33;109189,13;53618,54;51437,29;53214,29;57551,90;51161,73;50549,87;-;98282,87;52932,23;52582,03;54169,89;56982,66;47977,30;-;45833,37;52932,31;48862,28;55772,90;1099753,67
"150080 ANANINDEUA";3210052,72;2926596,58;2818217,99;3059112,19;3287200,67;3767559,17;4222548,20;3968212,21;3759456,39;3786727,27;3727278,32;3660520,63;4074339,27;3849414,44;4163429,39;4126242,20;4340724,26;4557331,82;4275441,86;4531426,16;3904732,63;3950175,82;83966740,19
"150085 ANAPU";69142,56;68352,63;34090,54;20814,89;22018,30;34575,85;47883,83;51461,10;39325,13;32010,78;51330,87;34993,81;63301,73;87385,50;66444,10;80452,73;150225,14;105100,28;167846,17;97366,90;-;-;1324122,84
"150090 AUGUSTO CORREA";138431,68;121098,33;122813,78;120421,02;131306,06;115641,81;109167,50;103880,73;117545,12;121236,83;106598,71;134364,24;128233,74;113181,62;140127,50;143682,53;162961,32;185216,17;168932,22;330113,59;187862,65;186733,54;3189550,69
"150095 AURORA DO PARA";55177,48;54264,46;56494,07;39223,60;53439,58;39941,00;35295,57;70124,68;35275,11;35850,79;50368,89;83444,86;74884,43;74561,77;53053,77;49504,59;49918,18;50292,43;38666,18;27767,30;46648,53;48907,63;1123104,90
"150100 AVEIRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"150110 BAGRE";12378,54;14851,92;13754,81;10523,53;17681,59;16474,71;14391,39;13240,40;15029,82;14947,92;18978,93;17737,95;8020,90;13749,54;20879,08;21525,38;26254,84;31437,05;29116,75;29967,61;29025,13;28347,12;418314,91
"150120 BAIAO";99621,47;100617,04;90683,11;92243,03;94642,93;96337,89;93412,29;86688,80;89304,96;54408,32;51385,19;66467,27;77143,86;75651,86;81880,50;69911,09;47108,73;61570,98;66266,52;61152,91;64324,37;61327,34;1682150,46
"150125 BANNACH";7318,58;4232,56;1589,91;5738,40;5866,58;6253,61;4100,19;7431,67;6335,62;2394,21;3466,38;8842,62;6355,93;6784,35;11674,07;4233,19;7944,25;4187,31;11258,01;6585,00;7330,25;10382,55;140305,24
"150130 BARCARENA";562006,12;465855,40;549675,90;501412,51;540699,14;657852,13;580962,82;582632,21;525498,23;651321,70;684362,25;357958,26;690792,97;569167,49;677599,77;738787,34;561954,62;308800,76;392817,88;539858,81;355711,91;620835,92;12116564,14
"150140 BELEM";26888016,96;26444227,96;28569788,25;29160166,71;28503477,08;28148325,34;28600330,34;27559667,79;24291890,90;25311006,06;27525946,04;25212391,19;27791780,10;29221323,37;32217434,20;34237083,47;31620859,24;38315426,86;36283169,18;36971784,18;29376051,48;28772314,56;651022461,26
"150145 BELTERRA";15841,64;35708,69;10783,41;11060,18;11119,06;9034,55;10767,14;6381,25;13428,15;11328,13;12337,95;8414,86;11969,05;9024,25;10446,95;9881,80;11392,47;11289,43;9082,93;9622,52;-;-;238914,41
"150150 BENEVIDES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"150157 BOM JESUS DO TOCANTINS";47677,68;30730,93;33698,85;38240,80;30755,61;27711,47;32850,36;22357,74;33797,63;30464,55;28972,17;29335,92;40127,54;31713,80;49803,97;29174,04;30508,15;25372,05;26840,88;33734,36;29633,79;-;683502,29
"150160 BONITO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"150170 BRAGANCA";1159819,49;1023807,72;1033863,78;1068970,92;1080027,97;1069046,26;1153821,45;946341,36;1176113,42;1235744,37;1103604,00;1163457,28;1311906,45;1176965,88;1272156,32;1185216,40;1208612,95;1117046,75;1122709,72;1136597,58;1052504,83;1103461,98;24901796,88
"150172 BRASIL NOVO";115166,47;121401,33;101411,03;112790,72;119206,36;111447,50;120051,35;109059,86;131049,70;115282,20;109820,26;118719,68;140205,29;96607,92;146484,49;120689,28;117777,84;128755,10;110088,97;141153,88;117658,98;115538,57;2620366,78
"150175 BREJO GRANDE DO ARAGUAIA";23604,66;22642,29;22327,44;18663,14;20982,53;20519,06;20724,30;22521,20;22798,95;20473,48;21608,73;23171,99;22493,51;19957,67;23479,31;21155,40;21535,24;25507,56;22316,59;22869,91;22456,71;24209,16;486018,83
"150178 BREU BRANCO";41021,58;43569,36;53986,77;67224,75;52480,59;63163,30;50345,53;45728,76;42350,28;31270,88;69345,17;44067,98;78648,79;57461,51;67592,90;70078,96;87285,14;65929,58;46699,19;57949,46;50008,70;29976,35;1216185,53
"150180 BREVES";417910,27;1113306,00;869959,85;753031,01;598845,88;815189,54;620579,59;922949,76;671418,10;682229,75;787342,80;835793,84;927862,53;776597,54;798275,08;825573,12;824875,98;793267,22;758974,24;745614,70;834462,56;471787,49;16845846,85
"150190 BUJARU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"150195 CACHOEIRA DO PIRIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"150200 CACHOEIRA DO ARARI";28407,07;34878,76;30529,42;32853,79;34413,29;30538,35;36182,55;28216,29;34796,75;31219,93;36036,70;38932,27;41194,10;38767,64;36538,38;35706,35;35201,13;32773,25;40479,84;37659,68;44572,74;47372,07;787270,35
"150210 CAMETA";355862,55;380592,55;380840,83;361687,23;340946,49;346013,12;296198,57;288551,23;279500,53;300276,21;395704,93;389486,16;422132,97;378522,02;368989,18;345680,78;351407,72;365887,19;300115,63;317261,60;300765,25;-;7266422,74
"150215 CANAA DOS CARAJAS";178584,25;164258,79;212009,93;288088,28;300529,77;355717,08;314694,28;162681,37;261546,93;218360,73;286126,43;241069,55;287993,65;257391,22;274119,63;285637,39;267573,30;318595,03;323378,50;332526,92;250463,65;476519,61;6057866,29
"150220 CAPANEMA";1150049,12;1021913,25;1043240,13;1021306,04;1027444,15;1002701,69;1305656,98;1197892,54;1049994,92;939576,46;937086,37;1088768,08;1356697,94;1103246,46;1477709,42;1059352,27;1272004,64;1310467,04;1142850,46;1413063,36;1009158,69;909269,57;24839449,58
"150230 CAPITAO POCO";36404,19;35026,06;51355,87;24452,73;46004,30;40876,47;44441,20;69574,68;48067,50;34717,58;37543,46;34289,93;44041,70;47644,32;35980,22;31558,90;37720,04;29569,27;33871,95;47592,04;24036,35;26759,62;861528,38
"150240 CASTANHAL";2299892,21;2578550,71;2177948,49;2086897,70;1836615,48;2749540,62;2436016,24;2712266,48;2510346,46;2048933,78;2249620,75;2629391,23;2623063,31;2425588,52;2732142,75;2753208,82;2607760,17;2843009,13;3206263,62;2450563,77;2310535,40;2612482,14;54880637,78
"150250 CHAVES";5324,33;8502,91;5021,76;5345,92;3351,58;8377,31;2446,67;3614,87;2309,34;3546,53;3664,63;4846,46;6316,64;7193,32;3049,24;3781,95;2692,86;6306,33;6874,99;7372,94;-;-;99940,58
"150260 COLARES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"150270 CONCEICAO DO ARAGUAIA";268116,12;301832,58;241428,06;244104,27;239380,81;232714,89;292392,34;269741,01;233666,87;260884,92;271873,06;215950,94;218093,45;241406,47;254603,52;281192,37;262154,05;296206,44;302163,10;274415,39;221364,35;172503,18;5596188,19
"150275 CONCORDIA DO PARA";19253,67;13708,27;21630,99;15903,60;19241,33;21494,00;24705,58;13120,91;22852,29;23808,11;25354,44;25384,49;32751,98;23510,76;40326,76;31750,36;31494,66;29167,23;26982,22;32422,41;25738,42;30236,82;550839,30
"150276 CUMARU DO NORTE";31677,53;18851,00;18901,75;22518,31;29446,98;29619,88;25766,51;37109,61;20561,47;17786,24;30269,21;39257,47;32231,23;32710,67;38378,96;31761,12;26195,47;25954,46;26037,37;24350,60;30137,49;32481,25;622004,58
"150277 CURIONOPOLIS";49137,78;44132,75;5129,42;2728,65;46079,01;47452,81;41095,43;39306,29;43666,78;39812,39;45905,48;44756,25;39330,31;37887,05;39507,05;47344,74;38359,25;36458,74;30996,83;37830,02;32737,60;-;789654,63
"150280 CURRALINHO";57042,22;93875,48;68765,17;57783,90;57120,13;86379,47;91135,40;66516,48;65626,37;56206,14;73599,30;67779,54;69047,85;98832,52;91414,48;80884,54;68030,61;52616,16;73168,89;84274,87;65977,79;62756,50;1588833,81
"150285 CURUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"150290 CURUCA";58526,72;52999,87;77847,43;64638,23;69517,21;75668,23;78068,50;74860,38;62942,17;63893,43;49415,84;62025,06;50352,70;36055,47;44991,53;37222,48;47584,72;47481,80;44015,89;82195,23;-;-;1180302,89
"150293 DOM ELISEU";73592,92;77860,01;74991,50;76445,71;88909,10;84690,36;71259,81;86500,22;72496,32;64356,14;67787,67;71671,26;73588,27;63456,34;63089,48;54240,09;66954,09;63998,58;59657,36;44179,92;-;-;1399725,15
"150295 ELDORADO DOS CARAJAS";97880,50;87747,61;46014,90;69330,28;74287,41;69887,20;39547,54;41327,41;43309,55;37110,64;69134,40;46502,27;76393,15;61517,51;74587,74;66005,68;58593,84;40685,98;52260,58;35702,40;-;-;1187826,59
"150300 FARO";12627,17;10000,50;11584,43;10459,25;10032,52;-;23042,96;11798,07;10906,60;12248,40;11387,94;12848,95;12868,76;10972,86;13233,53;12431,51;11665,00;11975,97;12675,68;10508,59;11326,17;11558,61;256153,47
"150304 FLORESTA DO ARAGUAIA";55870,81;51858,98;54025,78;54724,37;64497,71;39603,14;39712,23;38983,60;40358,01;34087,91;39215,25;33480,09;36323,82;27665,52;17359,26;27569,96;39512,42;35076,19;38752,86;42817,59;41005,99;44711,69;897213,18
"150307 GARRAFAO DO NORTE";31759,59;47611,84;44055,45;43759,57;19637,71;13774,19;8673,10;54938,91;25062,36;21935,54;23269,77;19784,56;32312,19;46787,38;57637,98;16911,40;16281,86;23091,33;19194,09;6834,00;11575,37;11767,44;596655,63
"150309 GOIANESIA DO PARA";65957,55;73137,96;56446,06;49314,59;51279,06;53492,14;33333,64;30811,35;35405,44;47904,18;41390,12;58151,01;63525,94;51072,04;39468,64;26863,58;44888,18;72824,47;52261,70;54185,48;47430,36;-;1049143,49
"150310 GURUPA";64059,24;64341,91;62424,63;72236,10;58969,23;73965,69;50686,37;72185,06;64674,36;48222,40;58559,91;63653,59;59139,09;62499,44;70447,80;69270,61;71966,95;37402,57;63338,66;56728,46;-;-;1244772,07
"150320 IGARAPE-ACU";29195,85;36883,31;39070,81;51855,80;42388,96;43715,21;48238,69;57973,11;54127,12;72424,97;53780,83;55974,36;24165,22;65926,96;70673,64;55358,10;64748,98;43211,92;26566,49;61225,39;32507,86;33797,37;1063810,95
"150330 IGARAPE-MIRI";250149,80;237574,58;225834,70;253090,13;245202,85;256041,30;249930,57;229967,15;207604,42;228677,58;235507,09;248101,82;278270,88;260619,65;243901,40;249977,35;233045,88;240390,52;230415,25;229345,66;144190,52;150014,34;5127853,44
"150340 INHANGAPI";-;4412,60;365,14;497,12;437,36;1452,60;292,62;-;365,14;246,89;204,50;1974,86;1247,26;582,42;1826,86;4636,97;4991,40;2833,72;8854,02;-;129,84;-;35351,32
"150345 IPIXUNA DO PARA";300149,46;226234,49;244108,12;285644,94;351292,03;604546,07;422157,05;499643,27;165558,65;169423,44;232886,91;223925,77;205991,18;231437,44;161368,46;153387,02;156558,60;155681,89;145295,64;102123,87;114556,54;123750,81;5275721,65
"150350 IRITUIA";26108,22;30309,68;21796,13;13385,90;24043,00;7942,67;11977,09;12354,80;10424,77;13592,28;12195,49;17125,97;15381,01;27867,13;20572,08;29774,01;29350,59;11856,87;22354,35;7599,99;23660,55;-;389672,58
"150360 ITAITUBA";970929,91;852744,12;919318,89;708615,71;758803,17;942733,67;761251,41;954797,87;878653,43;865674,43;1104680,60;1073089,45;987793,15;1023914,70;1053516,01;1160743,06;1044228,05;1253524,25;1348549,53;1130538,32;924116,39;894537,83;21612753,95
"150370 ITUPIRANGA";71523,08;71923,70;49698,25;66532,74;112399,10;52300,59;41417,21;42142,01;46380,02;34126,79;31098,82;157032,35;89557,34;45952,72;80686,35;78380,98;60571,67;77014,65;110041,01;134473,86;-;-;1453253,24
"150375 JACAREACANGA";32296,96;42302,22;39595,58;42755,25;40688,43;39916,60;40767,11;35712,53;49523,63;40038,56;42041,56;40093,91;45764,66;45864,52;44882,71;43061,22;48058,94;49829,29;-;85773,58;-;40049,10;889016,36
"150380 JACUNDA";120195,48;108545,02;118252,14;120236,04;227968,90;190737,27;155886,35;696284,82;125131,72;182491,15;190642,84;199607,32;220013,96;212620,77;182230,39;217171,31;195070,62;197779,77;216226,00;666314,13;153197,70;73244,20;4769847,90
"150390 JURUTI";96823,79;93815,86;113022,75;94839,33;92559,81;102575,10;71823,92;92070,98;78629,30;80079,05;79633,74;106137,74;102527,70;99519,82;75906,17;82605,91;111675,39;99668,56;97362,87;16157,57;28610,31;32719,87;1848765,54
